video_id,title,channel_title,content_category,publish_country,published_day_of_week,views,likes,dislikes,comment_count,age_group,locality,platform
ukqJTaHm-xc,Worst & Weirdest Beauty Trends of 2017!! (Beauty Break),Clevver Style,howto & style,us,saturday,385308,10563,293,523,25-34,T Nagar,youtube
XPrHD-7jjUs,This Hidden 300 Foot Stretch Of The Berlin Wall Is Still Standing (HBO),VICE News,news & politics,us,monday,44996,961,47,137,50+,Velachery,youtube
xf-dywd3zx0,Official Trailer | BTS: Burn The Stage,BANGTANTV,entertainment,us,wednesday,2458983,440524,1577,33155,25-34,Adyar,youtube
Vq5cYJ4vtvk,"Hailee Steinfeld, BloodPopÂ® - Capital Letters (Audio)",FiftyShadesVEVO,music,us,friday,352090,12187,87,347,25-34,Velachery,youtube
XxvQIaCJ9Xw,Wix.com Official 2018 Big Game Ad with Rhett & Link,Wix.com,film & animation,us,friday,289264,1270,27,146,18-24,Tambaram,youtube
nWzHaRM8jeo,How To Talk To Girls At Parties | Official Trailer HD | A24,A24,film & animation,us,tuesday,410371,7180,506,536,35-50,Tambaram,youtube
Ga7thDlGbs8,President Trump on bump stocks (C-SPAN),C-SPAN,news & politics,us,tuesday,10775,159,295,758,18-24,Adyar,youtube
TIQqb80eg24,BTS Sings Camila Cabello's 'Havana' & Shows Off Some Red Carpet Dance Moves! | AMAs 2017,Billboard,music,us,monday,1587706,88437,1367,7907,35-50,Velachery,youtube
xYtsL9znopI,Khalid & Normani - Love Lies (Official Video),KhalidVEVO,music,us,friday,4420895,218877,4100,11300,18-24,Anna Nagar,youtube
#NAME?,The Best Movie Hell to End Up In - After Hours,Cracked,comedy,us,monday,571905,15124,1143,1631,25-34,T Nagar,youtube
L34y5NGMQBY,'Riverdale' Season 2: Josie Takes Center Stage In The Upcoming 3 Part Episode | Sweetwater Secrets,Entertainment Tonight,entertainment,us,wednesday,9282,405,11,105,18-24,Velachery,youtube
YkfsQKs659k,How To Make A PEPPERMINT CHOCOLATE MEGA CAKE | Yolanda Gampp | How To Cake It,How To Cake It,howto & style,us,tuesday,651608,25727,353,2837,25-34,Velachery,youtube
XisRqF3ympA,2017 Holiday Eyeshadow Palette Review | Beauty With Mi | Refinery29,Refinery29,howto & style,us,monday,15203,399,13,80,25-34,OMR,youtube
5VGxDEh3F0g,Iron Man: How It All Began,ScreenPrism,film & animation,us,sunday,104659,3827,120,316,35-50,OMR,youtube
34cHO5_LX9g,SMALLFOOT - Official Trailer 1,Warner Bros. Pictures,entertainment,us,wednesday,3920085,10189,937,1024,13-17,T Nagar,youtube
BEcs3TL8DII,LeBron James is 'obviously' the NBA MVP this season | First Take | ESPN,ESPN,sports,us,wednesday,297306,2522,538,1919,13-17,Velachery,youtube
7HGCE6-LMBg,Ari's Birthday! (again),Jaiden Animations,film & animation,us,sunday,2386614,209942,610,47354,18-24,T Nagar,youtube
#NAME?,Janelle MonÃ¡e â€“ I Like That [Official Audio],Janelle MonÃ¡e,music,us,monday,533167,19238,334,1168,13-17,T Nagar,youtube
vjI4Alon-3Q,Maluma - Marinero (Official Video),MalumaVEVO,music,us,friday,26457318,664076,45881,38133,35-50,Tambaram,youtube
Ow-plaMZHT8,old dodge stratus commercial,jeremiah johnson,autos & vehicles,us,friday,3362,4,4,4,18-24,T Nagar,youtube
V1Pl8CzNzCw,Billie Eilish - lovely (with Khalid),BillieEilishVEVO,music,us,thursday,1735270,165501,1041,8269,50+,Velachery,youtube
Xk_Gv89jzas,Dominoes Pizza Delivery on Bike,ViralHog,autos & vehicles,us,monday,4524,44,7,9,18-24,T Nagar,youtube
Kz7R1i2zFpk,Oprah Winfrey on Running for President & Trump,Jimmy Kimmel Live,entertainment,us,friday,398469,5799,1582,1681,13-17,Porur,youtube
r8FQ5wUYm9c,Don't Talk - Cyanide & Happiness Shorts,ExplosmEntertainment,comedy,us,thursday,1981596,76914,1108,4687,25-34,Adyar,youtube
KONe4SNFA64,Rihanna's Epic 10-Minute Guide to Going Out Makeup | Beauty Secrets | Vogue,Vogue,howto & style,us,thursday,6604264,490629,4374,22431,25-34,Anna Nagar,youtube
FBhVIhmh_N8,Sister Circle Live | Dutchess Lattimore Exclusive,Sister Circle Live,entertainment,us,thursday,183292,3665,442,1324,18-24,Adyar,youtube
LDS8SeO6hyg,Westworld Season 2 - Heart-Shaped Box - Ramin Djawadi (OFFICIAL),WaterTower Music,entertainment,us,thursday,387097,11530,94,477,18-24,OMR,youtube
J6R0X6NTnSw,Meghan Trainor - No Excuses (Dance Video),MeghanTrainorVEVO,music,us,tuesday,6233968,135566,4702,4869,25-34,Nungambakkam,youtube
lRmsyFCP-Jw,Middle Kids - Mistake (Official Video),MiddleKidsVEVO,music,us,wednesday,17594,471,18,24,18-24,Anna Nagar,youtube
e-XM8pek6Kg,Ricky Martin - Fiebre (Audio),RickyMartinVEVO,music,us,friday,418933,13340,435,801,50+,Porur,youtube
TudhYwBrgYg,Pastry Chef Attempts To Make Gourmet Skittles | Gourmet Makes | Bon AppÃ©tit,Bon AppÃ©tit,howto & style,us,tuesday,2685993,70831,1563,6054,50+,Nungambakkam,youtube
Bs5Ml7_2wT0,"The Game Awards - Full Show with Death Stranding, Zelda and More",thegameawards,gaming,us,friday,1386188,27478,1583,2148,25-34,Porur,youtube
OCLaeBAkFAY,"Faceswapping, Unethical Videos, and Future Shock",Tom Scott,education,us,monday,395620,23087,777,2049,18-24,OMR,youtube
2v4-L4PkV9U,I pranked him... then I BOUGHT him his DREAM CAR!! **emotional surprise**,FaZe Rug,gaming,us,friday,2079137,99990,2844,8924,25-34,OMR,youtube
FR5WT12B_88,Spinners,Kaplamino,entertainment,us,saturday,809389,22140,377,1416,13-17,Velachery,youtube
DTg2FihPSso,Stephen A.: Kevin Hart 'got his feelings hurt' by Dwyane Wade vs. 76ers | First Take | ESPN,ESPN,sports,us,tuesday,996561,6889,561,1508,13-17,Tambaram,youtube
EEIP1YpFXrE,Our First Date,iHasCupquake,gaming,us,wednesday,686170,32999,654,4597,18-24,Adyar,youtube
zjgZuuE8OVc,MY GOOD MORNING HABITS | heyclaire,Claire Marshall,howto & style,us,thursday,212203,16749,129,707,25-34,OMR,youtube
4BiWtH0HywY,Funniest Local Commercial With Kirk Cousins & Fake Donald Trump,"Cyprus Air Heating, Cooling and Fireplaces",people & blogs,us,sunday,118344,363,83,69,50+,Velachery,youtube
2fJIRQJ39eA,"Chris Brown , Cardi B , Lil Kim , Remy Ma , Yo Gotti Live Hot 97 Hot For The Holidays Concert 2017",Zach Simmons,entertainment,us,friday,69725,776,188,267,25-34,OMR,youtube
nr5Pj6GQL2o,Tour of the Moon in 4K,NASA Goddard,science & technology,us,monday,1500465,13102,529,1801,25-34,Tambaram,youtube
Pc1Obe1BWhc,Nina Dobrev wants to Save Sharks (30s),Oceana,nonprofits & activism,us,wednesday,8025,29,1,3,25-34,T Nagar,youtube
49wGna0UTB8,Kendall Jenner Asks Herself Some Existential Questions | Vogue,Vogue,entertainment,us,wednesday,374192,16464,2749,1405,18-24,Tambaram,youtube
zLJsJR0O6VI,2016 vs 2017,Smosh,comedy,us,wednesday,1521265,60788,4609,4643,18-24,Adyar,youtube
7Nv1KoqM6vc,Kate McKinnon Shows Off Her Gal Gadot Impression,The Tonight Show Starring Jimmy Fallon,comedy,us,wednesday,1698230,20562,823,1369,50+,Tambaram,youtube
BHloD113J54,Young King - Black Panther Jaden Smith Parody (Nerdist Presents),Nerdist,entertainment,us,monday,60902,3650,304,257,13-17,Velachery,youtube
GnGPAYvve1A,#ProudToCreate: Pride 2018,YouTube Spotlight,entertainment,us,thursday,597669,29781,71617,55110,35-50,Velachery,youtube
NJu6uMYQWAE,We Gave This Mom A Makeover // Presented By Life Of The Party,As/Is,people & blogs,us,wednesday,194110,7336,238,516,35-50,Porur,youtube
gjXrm2Q-te4,Jimmy Fallon Pays Tribute to His Mother Gloria,The Tonight Show Starring Jimmy Fallon,comedy,us,tuesday,1611093,58474,837,3294,18-24,Anna Nagar,youtube
ebHbB2eDz1g,Alicia Vikander Teaches Jimmy a New Swedish Game,The Tonight Show Starring Jimmy Fallon,comedy,us,thursday,293147,4165,90,291,25-34,Tambaram,youtube
23QOy9Q2qNI,Best Videos of the Year 2017 | People Are Awesome,People are Awesome,entertainment,us,friday,686559,12987,143,486,18-24,Velachery,youtube
expKmfdoo28,Chadwick Boseman Surprises Black Panther Fans While They Thank Him,The Tonight Show Starring Jimmy Fallon,comedy,us,thursday,688306,27672,701,2386,35-50,Adyar,youtube
mdTv3V4ALzg,Inside Zachary Quintoâ€™s $3.2 Million NYC Loft | Open Door | Architectural Digest,Architectural Digest,howto & style,us,tuesday,327212,7308,222,513,35-50,Anna Nagar,youtube
vCWrArYJntc,Kip Moore - Last Shot,KipMooreVEVO,music,us,tuesday,61359,1666,98,89,18-24,Adyar,youtube
Mb-gOG-RxHc,Congress approves spending bill to end brief government shutdown,CBS This Morning,news & politics,us,friday,215256,746,334,605,25-34,Anna Nagar,youtube
amtC28yfYCM,Mindy Kaling Is Mad She Wasn't Invited to the Royal Wedding,The Tonight Show Starring Jimmy Fallon,comedy,us,thursday,577148,6489,379,482,18-24,T Nagar,youtube
#NAME?,"Forced Arbitration | January 31, 2018 Act 2 | Full Frontal on TBS",Full Frontal with Samantha Bee,people & blogs,us,thursday,419493,5713,2099,853,50+,Anna Nagar,youtube
1PhdQdJjDZc,Predators' Subban scores fluttering goal after turnover by Canucks' Del Zotto,SPORTSNET,sports,us,thursday,12048,57,3,8,18-24,T Nagar,youtube
U1RASlbIIVc,TERRIBLE $900 Party Trick â€“ Jibo Review,Linus Tech Tips,science & technology,us,wednesday,1250699,40365,1350,5052,25-34,Nungambakkam,youtube
cKbl19xeSIQ,"Niall Horan, Maren Morris - Seeing Blind (Acoustic)",NiallHoranVEVO,music,us,monday,888402,88686,464,5038,25-34,Nungambakkam,youtube
qCSu-X_aEvo,Priyanka Chopra Dispels a Big Misconception About Bollywood,Late Night with Seth Meyers,comedy,us,thursday,1556513,20165,1376,2404,25-34,Velachery,youtube
DJFeaRWJdy8,Sasha Banks Bosses Up While Eating Spicy Wings | Hot Ones,First We Feast,howto & style,us,thursday,1278977,38761,1182,6869,18-24,OMR,youtube
XKSHDDBAd1w,"Top 5 Plays of the Night | January 23, 2018",NBA,sports,us,wednesday,176461,1898,2030,249,35-50,Anna Nagar,youtube
GjwjzIFcX7U,Marvel Studios 10th Anniversary Announcement â€“ Class Photo Video,Marvel Entertainment,entertainment,us,thursday,1732297,73272,565,5922,35-50,OMR,youtube
4Qs8herYTqY,Professional Makeup Artist Watching Me Do my Makeup â€” WHAT DID WE LEARN??,Nyma Tang,howto & style,us,wednesday,626065,36221,308,2988,18-24,Tambaram,youtube
1kEoS9WwpmA,Benedict Cumberbatch Performs I'm a Little Teapot // Omaze,Omaze,entertainment,us,tuesday,414854,16969,205,1041,18-24,Nungambakkam,youtube
_yThFcog0nA,45 Beauty Secrets in 5 Minutesâ€”Hereâ€™s Everything We Learned in 2017 | Vogue,Vogue,howto & style,us,wednesday,1452367,40782,1469,999,50+,Velachery,youtube
xe5tXZs-iWw,Pressing Non-Newtonian Fluid Through Small Holes with Hydraulic Press | in 4K,Hydraulic Press Channel,science & technology,us,saturday,794272,18533,570,2419,18-24,Tambaram,youtube
bVMVxJJ7P8M,Cannibalism in the animal kingdom - Bill Schutt,TED-Ed,education,us,monday,432140,14188,172,992,35-50,Anna Nagar,youtube
PKf29H2z81w,LeBron James teases what his dunk contest might look like during pregame warmups | ESPN,ESPN,sports,us,saturday,478644,2615,1976,885,25-34,Nungambakkam,youtube
ooyjaVdt-jA,Official Call of DutyÂ®: Black Ops 4 â€”Â Multiplayer Reveal Trailer,Call of Duty,gaming,us,thursday,9915822,351260,209507,142553,18-24,T Nagar,youtube
OKXLBEvGgTA,I Tried Following a Safiya Nygaard Makeup Tutorial...,Sylvia Gani,howto & style,us,monday,729792,30550,671,2313,35-50,Adyar,youtube
ir-_cm0BaWc,Dingo Meets a Coyote!,Brave Wilderness,pets & animals,us,friday,1469252,41205,625,7458,25-34,OMR,youtube
9wD5OsJM-Pc,THOR RAGNAROK Gag Reel - Bloopers & Outtakes (2017) Marvel Superhero Movie HD,Comicbook.com,film & animation,us,thursday,664037,8232,793,678,25-34,OMR,youtube
BspHjvU11y4,Kelly Clarkson - Meaning of Life [Official Video],Kelly Clarkson,music,us,sunday,494211,28080,426,1644,18-24,T Nagar,youtube
jHZTzXteoU8,NEW MAKEUP LAUNCHES | WHATS GOOD + WHATS NOT SO GOOD,KathleenLights,howto & style,us,monday,507630,24948,466,1999,25-34,Nungambakkam,youtube
NYMcACJLqJs,Bebe Rexha - Ferrari [Official Lyric Video],Bebe Rexha,music,us,friday,8843946,76989,2992,2749,13-17,T Nagar,youtube
tvs3yvEcARA,3D Printed Monster Spitfire | FLITE TEST,FliteTest,entertainment,us,wednesday,100757,3331,28,387,18-24,OMR,youtube
RxlSl-kG3qg,We Are So Blessed | Acacia Kersey,acaciacutie,comedy,us,wednesday,350313,25599,576,2569,50+,Anna Nagar,youtube
mZpGOQ7tBKE,Google Pixel Buds review,The Verge,science & technology,us,thursday,343860,6546,404,732,18-24,Anna Nagar,youtube
mcqWcLDUeag,Kim Kardashian Explains Her Family's Rumor Control Rule,Movie Munchies,entertainment,us,wednesday,100908,314,190,80,25-34,Adyar,youtube
aC5lxLCyyhQ,Life Itself - Teaser Trailer [HD] | Amazon Studios,Amazon Studios,film & animation,us,wednesday,1151252,815,153,104,18-24,Velachery,youtube
aLSG3178eD4,Tell Hollywood to stand with immigrants,Define American,nonprofits & activism,us,tuesday,2093,0,0,0,35-50,T Nagar,youtube
pwYa2LyCans,The Most Underrated Disney Movie EVER!,SuperCarlinBrothers,people & blogs,us,thursday,459685,22237,428,5676,18-24,T Nagar,youtube
37R2_bvJjGM,I MISS YOU GUYS | Update.,KathleenLights,howto & style,us,wednesday,520394,27574,1024,6525,50+,Velachery,youtube
zsbT6NMUrSk,Judge Aquilina Delivers Powerful Statement Before Sentencing Larry Nassar | TIME,TIME,news & politics,us,wednesday,136933,1142,95,543,25-34,Tambaram,youtube
SMvZa784oow,My Everyday 10 Minute Makeup Tutorial | UPDATED,Laura Lee,howto & style,us,sunday,592164,29922,883,2103,18-24,Porur,youtube
fMaC7IeGKNQ,Jeff Goldblum Recorded His Part In Isle Of Dogs Over The Phone  - CONAN on TBS,Team Coco,comedy,us,thursday,268229,4941,81,321,13-17,T Nagar,youtube
sD_31GJmhUc,Music of Splatoon 2 BTS - Nintendo Switch,Nintendo,gaming,us,thursday,185118,13542,166,1871,13-17,Velachery,youtube
0PpNlNJ6Nng,Will It Watermarble?! Sister Edition | Watermarbling 9 random objects in nail polish!,Simply Nailogical,entertainment,us,saturday,2083918,106243,1461,12707,18-24,T Nagar,youtube
#NAME?,CHEESEBURGER JELLO ASPIC - hamburgers entombed in savory gelatin,emmymadeinjapan,howto & style,us,friday,133022,4995,238,1138,18-24,T Nagar,youtube
RYGFczNMAMk,How Formation Flying Works (feat. the Red Arrows!),Tom Scott,education,us,wednesday,295836,14773,129,1268,35-50,OMR,youtube
2QK6Usg2KT0,Is McDonald's Garlic White Cheddar Burger Really That Bad?,TheReportOfTheWeek,entertainment,us,friday,350417,14896,655,4134,18-24,Adyar,youtube
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,entertainment,us,sunday,8534145,66248,14148,8363,18-24,T Nagar,youtube
7efwdTlRvvs,Jamie Foxx Awkward Interview SportsCenter Michael Smith,Prince Marcus,sports,us,friday,5876,13,0,14,25-34,Anna Nagar,youtube
wowAOdTYqw8,BIGBANG - ê½ƒ ê¸¸ (Flower Road) (ENG SUB ADDED),K-MUSIC,music,us,tuesday,6345613,172044,1879,12909,25-34,T Nagar,youtube
Lxet1zLBTM8,Top 5 OnePlus 5T Features!,Marques Brownlee,science & technology,us,thursday,1117997,50946,760,5525,18-24,Tambaram,youtube
a_iMlwkzwow,Chicken Tikka Masala - You Suck at Cooking (episode 69),You Suck At Cooking,howto & style,us,tuesday,650901,30086,925,3922,18-24,Nungambakkam,youtube
Oc27GxSD_bI,How I broke a wine glass with my voice (using science!),Physics Girl,education,us,wednesday,117031,8365,93,611,13-17,T Nagar,youtube
fp84YC6M-C0,Taste Hawaiiâ€™s Famous Mochi,Great Big Story,people & blogs,us,thursday,321795,10684,50,530,35-50,Anna Nagar,youtube
DkeiKbqa02g,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,music,us,wednesday,43662781,666511,27959,22072,25-34,Porur,youtube
ijwHj2HaOT0,Googleâ€™s Duplex Assistant phone call blew my mind!,CNET,science & technology,us,tuesday,553241,8952,601,1565,25-34,Porur,youtube
YvEGAcgpwqQ,Grab Your Partner | Kevin Hart: What The Fit | Laugh Out Loud Network,LOL Network,comedy,us,monday,602172,11390,396,585,25-34,Velachery,youtube
dpeDxEb9yeg,Restaurant Vs. Homemade Chicken Parm Pizza,Tasty,howto & style,us,friday,560687,17049,411,854,35-50,T Nagar,youtube
7HGCE6-LMBg,Ari's Birthday! (again),Jaiden Animations,film & animation,us,sunday,2902035,226227,752,46120,25-34,T Nagar,youtube
KpHP8VmxnBo,What causes headaches? - Dan Kwartler,TED-Ed,education,us,thursday,719532,19572,332,1554,35-50,Adyar,youtube
WbYqfpnw7sE,The greatest best man speech from 10 year old son.,Kevin Rabatin,people & blogs,us,wednesday,1820,2,0,1,18-24,Velachery,youtube
ZKZwrlNHMkk,TRY NOT TO LAUGH CHALLENGE!! - KNOCK KNOCK DAD JOKES EDITION,Eh Bee Family,people & blogs,us,saturday,1136776,21829,4758,4550,18-24,T Nagar,youtube
x9e_8zRuuO8,Kali Uchis - Isolation ALBUM REVIEW,theneedledrop,music,us,friday,200160,7415,190,1353,18-24,Adyar,youtube
UK2OQ67Xr4o,Real Madrid players warm up before the ClÃ¡sico!,Real Madrid C.F.,entertainment,us,saturday,90662,1836,100,172,13-17,T Nagar,youtube
voG07pt-KYI,ZAYN - Entertainer (Official Video),ZaynVEVO,music,us,wednesday,15812658,587144,15019,36424,18-24,Tambaram,youtube
dY2jpeasD4w,Adam Ruins Everything - The True Origins of Tulipmania | truTV,truTV,entertainment,us,thursday,501634,7612,368,779,35-50,Anna Nagar,youtube
rXbKeHAoA84,The Florida Project Should've Been Nominated,Nerdwriter1,entertainment,us,wednesday,355290,26124,314,1411,13-17,T Nagar,youtube
Ji_4dH_FXzw,2018 Preakness Stakes I FULL RACE I NBC Sports,NBC Sports,sports,us,saturday,612481,2246,290,831,18-24,Adyar,youtube
0QOPb9DlOfY,Brain Games for Old Dogs Could Improve Their Mental Health | National Geographic,National Geographic,pets & animals,us,thursday,107747,1891,106,188,25-34,Velachery,youtube
SeVYqisjAQk,Sheryl Crow - The Dreaming Kind (Official Music Video),Sherylcrow,music,us,monday,49202,690,131,147,35-50,Nungambakkam,youtube
f13X2hLYAhk,How Kimchi is Made,INSIDER,travel & events,us,monday,106973,1902,41,681,18-24,Adyar,youtube
#NAME?,The 30 Mile Zone That Explains Why Hollywood Exists,Half as Interesting,education,us,thursday,273893,8799,237,525,25-34,Anna Nagar,youtube
ZrP0Mqj9U_c,The 1940s Mermaid Show That's Still Pulling Crowds,Tom Scott,education,us,monday,187797,9399,55,706,13-17,OMR,youtube
v_0WNLAmSaE,Game Theory: FNAF STUMPED Me! (FNAF 6 Ultimate Custom Night),The Game Theorists,gaming,us,sunday,4252020,191175,7590,85880,13-17,Anna Nagar,youtube
w4n1XcBdwFk,Strong Santa Ana Wind and Extreme Fire Danger - NWS San Diego,NWSSanDiego,science & technology,us,wednesday,5220,26,2,0,50+,Porur,youtube
HnnRyhuX_jM,Marvel Studios' Black Panther - Warriors of Wakanda,Marvel Entertainment,entertainment,us,friday,1334022,24393,1228,4796,50+,Velachery,youtube
9JBKuNrd5m8,I WENT TO PIXAR ANIMATION STUDIOS!! (The Incredibles 2),DanTDM,entertainment,us,friday,1585085,38883,1311,15223,13-17,Adyar,youtube
OcFcdFZQSBo,LeBron James gets candy for his daughter midgame | ESPN,ESPN,sports,us,friday,47433,845,28,211,50+,T Nagar,youtube
X-eRc9PF3TU,Set It Up | Official Trailer [HD] | Netflix,Netflix,entertainment,us,tuesday,528978,15058,305,460,25-34,Velachery,youtube
rRhzbPW3gzw,Marvin Bagley PK80,DraftExpress,sports,us,tuesday,1952,14,1,2,35-50,Tambaram,youtube
3y75zBl37f8,Adam Rippon Competes in the Olympics of Eating Spicy Wings | Hot Ones,First We Feast,howto & style,us,thursday,903921,28939,4869,5198,25-34,Tambaram,youtube
Csnsq9f_ZkQ,Honest Trailers - The Incredible Hulk,Screen Junkies,film & animation,us,tuesday,1150666,32808,666,3366,25-34,Anna Nagar,youtube
LK3Yz9UpP_A,Full Face Testing 5 STAR 100+ REVIEWED Makeup from AMAZON || Full Day Wear Test,RachhLoves,howto & style,us,thursday,327848,10477,361,960,25-34,Anna Nagar,youtube
76LcOD4aY-o,Kid Steals Baby Jesus From Manger During Live Nativity Play,CrazyLaughAction,comedy,us,friday,120484,254,8,17,25-34,Tambaram,youtube
EbbL8NhdTQE,HUGE problem at the new house...,Tanner Fox,film & animation,us,monday,1114370,21297,7832,2305,18-24,Nungambakkam,youtube
1R0Xgq1bxZI,Perks of Dating a Girl || Hannah Hart,MyHarto,comedy,us,monday,343814,11995,2554,1443,13-17,T Nagar,youtube
ZGmmiuiVEnU,Margot Robbie's Date Tonya Harding Owned the Globes,The Late Late Show with James Corden,entertainment,us,tuesday,296104,5743,82,282,18-24,Velachery,youtube
Ph54wQG8ynk,Camila Cabello - Never Be the Same,CamilaCabelloVEVO,music,us,thursday,23123777,759589,25471,50180,25-34,Anna Nagar,youtube
XtlLI_pBC3s,My Dogs Meet A Cat,JennaMarbles,comedy,us,thursday,2921202,189614,3784,23727,18-24,Porur,youtube
7FA21oJ3-hw,This ROBOT Solves the Rubik's Cube,Zach King,entertainment,us,monday,401024,13171,250,4554,25-34,T Nagar,youtube
NtFe5PM87BU,Top 100 Plays of the 2017 Season! | NFL Highlights,NFL,sports,us,saturday,265288,5221,331,1776,50+,Anna Nagar,youtube
SA7AIQw-7Ms,G-Eazy & Halsey - Him & I (Official Video),GEazyMusicVEVO,music,us,friday,3853829,257470,3468,11131,13-17,Tambaram,youtube
#NAME?,Justin Timberlake and Zane Lowe on Beats 1 [Part 2],Beats 1 Radio,music,us,thursday,48397,628,18,58,25-34,T Nagar,youtube
tAn7wxn2Atk,Drop the Mic: Pentatonix vs Bell Biv Devoe - FULL BATTLE | TBS,TBS,entertainment,us,wednesday,838817,14025,1478,1998,18-24,Velachery,youtube
VA7Y_Psp5l4,End Game - Behind The Scenes,Taylor Swift,music,us,friday,1065716,50829,1057,3347,35-50,Velachery,youtube
zNL_kGO6lQ8,[ASMR] SLOW Tapping & Whispered Trigger Assortment,Gibi ASMR,entertainment,us,thursday,742759,16111,1624,3949,13-17,Anna Nagar,youtube
fwLxwMKMjEQ,Samsung Galaxy S9 Released! Official Trailer,EverythingApplePro,entertainment,us,sunday,907784,23499,1241,4332,25-34,Velachery,youtube
8Y5-GI9hYcI,"Abraham Mateo, Yandel, Jennifer Lopez - Se AcabÃ³ el Amor",AbrahamMateoVEVO,music,us,friday,9438726,214674,8874,8563,25-34,Adyar,youtube
1HLMi1s6Tho,there's something we've been hiding from you.,CaseyNeistat,people & blogs,us,wednesday,2220243,130808,3098,16691,50+,T Nagar,youtube
G2JLc63P7pw,SNEAK PEEK: 2018 Mercedes F1 Livery Revealed!,Mercedes-AMG Petronas Motorsport,sports,us,thursday,181388,1970,147,213,25-34,Adyar,youtube
VVMCz04CmlA,SIDEMEN TOTAL WIPEOUT FOOTBALL CHALLENGE,Sidemen,entertainment,us,sunday,5445983,166984,6123,14381,18-24,Tambaram,youtube
dBTKW8NKAt4,Koala Brawl : Koalas Fight on Australian Road - Near Adelaide,Ryan Northover,entertainment,us,friday,48112,94,10,9,25-34,Tambaram,youtube
#NAME?,The Logistics of Living in Antarctica,Wendover Productions,education,us,tuesday,755441,24262,427,2042,35-50,T Nagar,youtube
pCteBhr4dGY,See through Rotary Engine in Slow Motion - (Wankel Engine) 4K,Warped Perception,entertainment,us,wednesday,1556466,25716,586,2353,18-24,T Nagar,youtube
FhwktRDG_aQ,WON'T YOU BE MY NEIGHBOR? - Official Trailer [HD] - In Select Theaters June 8,Focus Features,entertainment,us,tuesday,2815809,86905,2190,7118,13-17,Anna Nagar,youtube
w77zPAtVTuI,Bean Time-Lapse - 25 days | Soil cross section,GPhase,entertainment,us,wednesday,1696483,49393,451,2474,35-50,Velachery,youtube
24HFgBQawWA,Keke Palmer - PREGAME Official Music Video,Keke Palmer,music,us,friday,116916,7968,351,578,25-34,Velachery,youtube
pwYa2LyCans,The Most Underrated Disney Movie EVER!,SuperCarlinBrothers,people & blogs,us,thursday,404828,20283,408,5223,35-50,OMR,youtube
lYEj9snU838,"Boy speaks out on viral bullying video, mom addresses backlash",CBS This Morning,news & politics,us,tuesday,1332678,8897,17098,9332,18-24,T Nagar,youtube
9JQ2gHDPnDY,"COLLEGE KIDS REACT TO COACHELLA 2018 (Beychella, Eminem, Walmart Yodel Boy)",FBE,entertainment,us,friday,2055360,48003,1960,5615,25-34,T Nagar,youtube
qOioqgPyCwE,Adam and Jenna's Cha Cha â€“ Dancing with the Stars,Dancing With The Stars,entertainment,us,tuesday,465689,6730,235,470,18-24,Velachery,youtube
R9OHn5ZF4Uo,How Machines Learn,CGP Grey,education,us,monday,1712379,182958,1271,10578,25-34,OMR,youtube
fMaC7IeGKNQ,Jeff Goldblum Recorded His Part In Isle Of Dogs Over The Phone  - CONAN on TBS,Team Coco,comedy,us,thursday,285469,5193,88,326,13-17,T Nagar,youtube
FwENtwtY0EI,MASSIVE Bowl of Fruity Pebbles!! (Challenge),Matt Stonie,entertainment,us,friday,3177391,68910,7250,10838,25-34,OMR,youtube
ZeGNvhAsUW8,Ellie Goulding - O Holy Night (Audio),EllieGouldingVEVO,music,us,wednesday,90378,9366,188,839,50+,Anna Nagar,youtube
mlJGtSg5oRw,SELF FLYING ROBOT DRONE OF THE FUTURE; The Skydio R1,CaseyNeistat,people & blogs,us,tuesday,1405619,54450,1152,3695,13-17,Porur,youtube
FnAx2bLICOo,5-a-side Scissor Kick,Freddie Lister,sports,us,sunday,1121990,12518,1523,1460,50+,Porur,youtube
-66xHRJSPxs,CAN PARENTS GUESS WHAT THEIR KID DOES WITH 100 DOLLARS? Ep. # 3,FBE,entertainment,us,monday,1431462,29689,943,2937,18-24,Anna Nagar,youtube
THr_seahKUI,2017 Christmas Decorations at the White House,The White House,news & politics,us,monday,249943,8353,5345,4437,50+,Anna Nagar,youtube
D2mxKEa2xmA,10 Most DEVASTATING Cyber Attacks in History,MatthewSantoro,entertainment,us,sunday,212867,7771,665,781,25-34,Velachery,youtube
hQW_9ws8OhA,10 of the Most GIANT Products that Actually Work!,Matthias,comedy,us,friday,1882430,48906,2609,16344,18-24,Anna Nagar,youtube
whwUlzuLfs4,Carrie Underwood Stops By Bobby Bones Show For First Interview Since Return,Bobby Bones,music,us,thursday,849310,2505,199,702,25-34,OMR,youtube
AGPMMAjBt6c,So I just bought a new mouse....,Gustawny,music,us,monday,196212,1694,68,69,35-50,Tambaram,youtube
5tPugvYE6wM,KYLIE COSMETICS WEATHER COLLECTION REVIEW + TUTORIAL,Nicol Concilio,howto & style,us,wednesday,616159,22099,3265,2951,25-34,OMR,youtube
MybjFHx_wfc,How Smart Are You? (TEST),AsapSCIENCE,science & technology,us,friday,1219593,30747,2462,3605,18-24,Tambaram,youtube
